cm e_rev_E e_rev_I i_offset model_template model_type node_type_id tau_m tau_refrac tau_syn_E tau_syn_I v_reset v_rest v_thresh
7.0 0.0 -70.0 0.0 pynn:IF_cond_alpha point_neuron 3 20.0 1.5 5.8 13.61 -70.0 -62.0 -41.0
