cm e_rev_E e_rev_I i_offset model_template model_type node_type_id tau_m tau_refrac tau_syn_E tau_syn_I v_reset v_rest v_thresh
14.6 0.0 -70.0 24.05 pynn:IF_cond_alpha point_neuron 4 20.0 1.59 0.64 2.0 -78.0 -68.0 -53.0
